source_index,actual,predicted,lower,upper,supported
0,63.0,74.65135576584554,9.261128201784459,140.04158332990662,True
1,0.0,4.468035714285715,0.0,69.8582632783468,True
2,33.0,48.7613728174603,0.0,114.15160038152138,True
3,95.0,108.13841583534482,42.74818827128374,173.5286433994059,True
4,123.0,123.02308260533763,57.63285504127656,188.4133101693987,True
5,129.0,117.11405251538858,51.7238249513275,182.50428007944964,True
6,27.0,27.59162815656564,0.0,92.98185572062673,True
7,117.0,102.61567790549785,37.22545034143677,168.0059054695589,True
8,26.0,56.52380028998777,0.0,121.91402785404884,True
9,39.0,72.70578526625701,7.315557702195932,138.0960128303181,True
10,202.0,120.61192483950943,55.22169727544835,186.0021524035705,True
11,189.0,104.28723709985103,38.89700953578995,169.6774646639121,True
12,78.0,85.44411587717836,20.053888313117284,150.83434344123944,True
13,92.0,120.76678443663967,55.37655687257859,186.15701200070075,True
14,17.0,31.37394720496894,0.0,96.76417476903002,True
15,117.0,121.18877011054329,55.79854254648221,186.57899767460435,True
16,89.0,91.4050322478573,26.01480468379623,156.79525981191838,True
17,73.0,67.02481398046392,1.6345864164028399,132.415041544525,True
18,46.0,97.89107766765015,32.50085010358907,163.28130523171123,True
19,215.0,124.32493259672074,58.934705032659664,189.7151601607818,True
