source_index,actual,predicted,lower,upper,supported
6,95.1810273228666,93.67361441899678,89.17977286604065,98.1674559719529,True
8,89.1538447744133,85.57147049093017,81.07762893797404,90.0653120438863,True
11,87.8030890683157,95.74703099665591,91.25318944369978,100.0,True
28,88.4346545307523,92.9209795533195,88.42713800036337,97.41482110627562,True
31,97.2595483098015,91.51853358365776,87.02469203070163,96.01237513661388,True
34,98.0393831146013,95.37498831426004,90.88114676130391,99.86882986721616,True
40,96.7037810248171,94.98077805606384,90.48693650310771,99.47461960901997,True
43,97.3179106029694,83.31681087561763,78.8229693226615,87.81065242857376,True
45,93.2051333842952,92.60379859747391,88.10995704451778,97.09764015043004,True
46,95.3016315004797,93.19258916743676,88.69874761448064,97.68643072039289,True
53,92.0638502277639,91.96552895923197,87.47168740627585,96.4593705121881,True
55,89.6665342997562,94.77020667548686,90.27636512253073,99.26404822844299,True
63,92.81703746206,92.39282688377259,87.89898533081646,96.88666843672871,True
73,98.2976789961415,90.66335753875704,86.16951598580091,95.15719909171317,True
76,92.8247476369643,92.57388882001231,88.08004726705619,97.06773037296844,True
80,87.6008291967851,92.37405459005393,87.8802130370978,96.86789614301006,True
89,87.6719868160051,93.37517805657689,88.88133650362076,97.86901960953301,True
92,87.3460742833985,94.8899268012655,90.39608524830938,99.38376835422163,True
99,91.378889803212,91.50172867941262,87.0078871264565,95.99557023236875,True
104,92.9700085984851,90.83180366832637,86.33796211537025,95.3256452212825,True
110,88.8218523489551,91.70310167361993,87.2092601206638,96.19694322657605,True
115,87.638116235253,95.5237052620106,91.02986370905447,100.0,True
119,95.2504486494198,95.08575969714522,90.5919181441891,99.57960125010135,True
124,97.6289372903696,87.87019621391475,83.37635466095863,92.36403776687088,True
126,89.7711111322159,93.6282635427331,89.13442198977697,98.12210509568922,True
127,92.1919483742333,94.20466407330356,89.71082252034743,98.69850562625969,True
137,95.3169412768016,92.73820930771574,88.24436775475961,97.23205086067186,True
139,89.9628682032111,95.38088087524763,90.8870393222915,99.87472242820375,True
140,97.3258177744196,92.45335791191205,87.95951635895592,96.94719946486818,True
143,89.9134815111281,93.90134942045324,89.40750786749712,98.39519097340937,True
145,92.7163518475856,95.67379423467985,91.17995268172372,100.0,True
146,87.9979423428618,92.33115126829935,87.83730971534322,96.82499282125548,True
154,92.4714143679459,91.11378268974984,86.61994113679371,95.60762424270597,True
160,93.2843701230816,91.55741014149476,87.06356858853863,96.05125169445088,True
161,90.4361719340958,90.82502158627739,86.33118003332126,95.31886313923351,True
162,86.8462562131892,90.98809528355152,86.49425373059539,95.48193683650764,True
166,89.0544149843905,91.36596822428962,86.87212667133349,95.85980977724574,True
168,86.5856413987258,93.373864647347,88.88002309439088,97.86770620030313,True
174,92.0060228054328,90.87814394438148,86.38430239142535,95.3719854973376,True
183,96.1831911055258,94.3511386504356,89.85729709747947,98.84498020339173,True
186,91.6258308559664,91.73581016959685,87.24196861664072,96.22965172255297,True
191,98.5770211633536,93.67039018582734,89.17654863287122,98.16423173878347,True
207,88.4342987803465,95.85738412838023,91.3635425754241,100.0,True
210,86.6842594323404,92.4191453169641,87.92530376400798,96.91298686992023,True
215,95.0994237116298,95.52711470226821,91.03327314931208,100.0,True
220,86.478911390665,91.91661628061178,87.42277472765565,96.4104578335679,True
222,98.3938360792897,95.0193807126689,90.52553915971278,99.51322226562503,True
224,93.3668345013231,92.24360010149354,87.74975854853741,96.73744165444967,True
225,99.8190210242874,91.73490460246727,87.24106304951114,96.2287461554234,True
227,91.0327597783373,93.1363623456972,88.64252079274107,97.63020389865332,True
229,95.2830356312131,92.6201063812561,88.12626482829997,97.11394793421222,True
238,98.4158406303136,96.06111706685765,91.56727551390152,100.0,True
247,90.8614312330626,91.83422105093496,87.34037949797883,96.32806260389108,True
248,96.8361027240844,91.5735119556412,87.07967040268507,96.06735350859732,True
255,88.3565560704556,90.49911739835862,86.0052758454025,94.99295895131475,True
258,98.6585498278454,90.19520626549276,85.70136471253663,94.68904781844888,True
264,93.0120635182409,91.47081206101277,86.97697050805664,95.96465361396889,True
275,96.7430810946868,90.97269290100031,86.47885134804419,95.46653445395644,True
276,98.8349799669441,91.62283118908273,87.1289896361266,96.11667274203886,True
282,93.3594273370714,94.32636334582125,89.83252179286512,98.82020489877738,True
285,92.5192436980482,91.91945849355479,87.42561694059866,96.41330004651091,True
