actual,group,source_index,previous,candidate,fold
92.82437104090786,B0005,0,94.0025507442243,92.56585798774431,3
92.31636248599636,B0005,1,93.86171233550061,92.31211073985924,3
91.7674597111704,B0005,2,93.3709997449626,91.9681923614031,3
91.76312637910564,B0005,3,93.54550059181831,91.99488393617126,3
91.73227541060209,B0005,4,93.61417232205689,90.86620359771487,3
91.78308300337748,B0005,5,93.7695718555933,91.72642663973454,3
91.75730714613302,B0005,6,93.83249171250678,91.6573074061892,3
91.28783952832768,B0005,7,92.83726281800237,90.56505700979395,3
91.23869264945668,B0005,8,92.85590771861966,90.42625133281963,3
91.2306634248468,B0005,9,93.0783803315241,90.37931260195353,3
91.23097763432251,B0005,10,93.17164223665645,89.88743530387893,3
90.7100967883696,B0005,11,92.06636556411401,90.19882939903214,3
90.68760788774526,B0005,12,92.21764695252475,90.19882939903214,3
90.67202457367912,B0005,13,92.315953743446,89.83703182615648,3
90.12990018153252,B0005,14,91.49177940718704,89.67968173826786,3
90.10534501230752,B0005,15,91.40950969166533,89.66405111964114,3
90.12897504131044,B0005,16,91.40440077446925,89.68628529715276,3
90.15341571417048,B0005,17,91.45232818160524,89.11803832393569,3
90.1388812359802,B0005,18,91.53037147127169,89.10696453310092,3
92.35129974664598,B0005,19,93.9758491920229,91.83498895247685,3
92.3708655641822,B0005,20,94.01479594708422,91.44659863216663,3
91.80887106739472,B0005,21,93.36379115166459,91.82167026516632,3
91.2890373788812,B0005,22,92.59002501243538,90.40970384918108,3
91.25568217539184,B0005,23,92.82137358172265,90.34307264677363,3
91.2790752110188,B0005,24,92.64993592380719,89.99581954617528,3
90.70155637541954,B0005,25,91.79407672147732,90.15936693900169,3
90.73845970579468,B0005,26,91.99809615336483,90.00595205265772,3
90.6984694355176,B0005,27,92.10373337506047,89.68896400938804,3
90.13828325839116,B0005,28,91.20427863111703,89.60646638202131,3
90.2038520058676,B0005,29,91.34840021045491,89.47117377326673,3
92.59012758352245,B0005,30,90.8105370978419,92.21131051396094,3
91.53519228369714,B0005,31,89.84313787175506,90.41630740806599,3
90.99520544750636,B0005,32,89.29821327888001,90.15936693900169,3
90.4653981851426,B0005,33,88.78561828674222,89.72271467996511,3
90.230495229026,B0005,34,88.6151460675251,89.69907693621829,3
89.96885325986096,B0005,35,88.14698713266418,89.49181772255815,3
89.42216167685231,B0005,36,87.74075555963478,89.08582792448534,3
89.14615242126362,B0005,37,87.38713008939989,89.07019730585863,3
88.65168579009143,B0005,38,86.76710904970595,88.4658259296291,3
88.65188775394685,B0005,39,86.6523294219139,88.54660651039868,3
88.39360553331026,B0005,40,86.24481276917781,88.20126679336974,3
88.11575352046545,B0005,41,86.0381236803095,88.25226737715047,3
88.38086462469224,B0005,42,88.66526772371128,88.20126679336974,3
88.13341798715734,B0005,43,86.30105160233751,88.19149012307625,3
87.58652435332071,B0005,44,85.58312232915506,87.53997874617093,3
87.09248023980004,B0005,45,84.93730520927355,86.70511344149486,3
86.8045675592357,B0005,46,84.69117766504168,86.68948282286814,3
89.68120074286804,B0005,47,87.36096613821734,89.2635790388593,3
89.15945111636638,B0005,48,86.82377284319787,89.22341521024727,3
88.36821038139479,B0005,49,86.0314827827069,88.25226737715047,3
87.85088925176532,B0005,50,85.5742374544912,87.7986133521452,3
87.34353089918953,B0005,51,85.0154978394479,87.74761276836446,3
87.08586253728572,B0005,52,84.7360647079756,86.94338022734604,3
86.82112528239094,B0005,53,84.31886306144894,86.99438081112677,3
86.31608619617913,B0005,54,84.06099122454572,86.4190537000484,3
85.79032694665067,B0005,55,83.44701585044302,86.4190537000484,3
85.52666755675959,B0005,56,83.01693670912755,85.77246838211722,3
85.30072498242605,B0005,57,82.71498472957788,85.64778697305121,3
85.01555136321294,B0005,58,82.46072331429077,85.60904706771854,3
84.72899300898948,B0005,59,82.37594418715003,85.18932990266983,3
84.24514543304643,B0005,60,81.75887435888302,85.02708061400529,3
83.72370795579857,B0005,61,81.19050851975317,84.61591051980145,3
83.72846239939551,B0005,62,81.01752271450438,84.60027990117473,3
83.18581879907026,B0005,63,80.91209955402398,84.06360468973756,3
82.9506934374123,B0005,64,80.2840654456489,84.0123302641553,3
82.69270286667508,B0005,65,79.95436649687622,83.53740230547422,3
82.13268910650655,B0005,66,79.36341842240995,83.55303292410093,3
81.89289215111849,B0005,67,79.06463191283495,83.25993094102138,3
81.63675203549555,B0005,68,78.79151286140471,83.0353978958434,3
81.38764457766808,B0005,69,78.53820152713848,83.0353978958434,3
81.10627427605796,B0005,70,78.18552239057738,81.92114345966334,3
80.56628301882924,B0005,71,77.66681566547618,81.93677407829006,3
80.32815698744193,B0005,72,77.39397569097648,81.92114345966334,3
80.07571116958798,B0005,73,77.12432662522313,81.92114345966334,3
79.5184615700164,B0005,74,76.59011416394539,80.61543150552488,3
79.28944984121105,B0005,75,76.30635084327733,80.0281268933118,3
79.24715353687058,B0005,76,76.488563027854,80.0281268933118,3
79.77631946247968,B0005,77,76.8611690453609,81.97214404344408,3
78.73650873900519,B0005,78,75.91715327277822,79.70498624376309,3
78.24509975468973,B0005,79,75.20292600032326,79.12027607099594,3
77.98829736685181,B0005,80,74.90530094716867,79.17579028021095,3
77.97407834092117,B0005,81,74.72168144305002,79.27776227607755,3
77.7344676795305,B0005,82,74.55551716344512,78.68074108744132,3
77.44370539945209,B0005,83,74.36652341000473,78.58139921142546,3
76.9118299471279,B0005,84,73.82140015198233,77.79540130105312,3
76.39571291255139,B0005,85,73.30752327514426,77.18552165561583,3
76.42626314878223,B0005,86,73.12355701550624,77.27771698118895,3
76.1323662642189,B0005,87,72.8451544000441,76.27612326765284,3
75.87429969244934,B0005,88,72.53543387165479,76.27612326765284,3
80.29094495653295,B0005,89,76.68655564585303,82.47870011601155,3
78.19245723372212,B0005,90,74.95324990322783,79.32876285985829,3
77.40457623883893,B0005,91,74.21445146794652,78.58139921142546,3
76.61877815934297,B0005,92,73.44789587962245,77.59662405984564,3
76.34764134244853,B0005,93,73.19046505508926,77.33849423526317,3
75.84786508568163,B0005,94,72.63885194781517,76.20949206524539,3
75.59487980071346,B0005,95,72.33703778787817,75.85516309616395,3
75.32819480340552,B0005,96,72.05755570220532,75.85516309616395,3
75.07726763335681,B0005,97,71.84624270389764,75.63520570987407,3
74.54222025200119,B0005,98,71.23320858025399,75.03007318259661,3
74.29341922806006,B0005,99,70.97080128011412,75.03007318259661,3
74.02068389880529,B0005,100,70.69608291504048,74.78272990414798,3
73.76047934515816,B0005,101,70.34032251427797,74.78272990414798,3
74.29517994152012,B0005,102,71.01757239020222,75.0144425639699,3
74.80459149068348,B0005,103,71.41400010111334,75.01729416390711,3
74.04002973464492,B0005,104,70.58534373713997,74.76709928552127,3
73.48771634233412,B0005,105,70.04086020933116,74.56700464780344,3
72.69506137422964,B0005,106,69.30529164730385,73.4420438714322,3
72.70731033617845,B0005,107,69.16323230608006,73.4420438714322,3
72.75118759533416,B0005,108,69.17894471733867,73.4420438714322,3
72.4521081880618,B0005,109,68.93435352556867,73.3444527379215,3
71.93354685740283,B0005,110,68.41530350278653,72.92547179090882,3
71.67227160784894,B0005,111,68.01411106071996,72.90216612137804,3
71.66979450419048,B0005,112,68.0423588730447,72.88653550275133,3
71.403243672388,B0005,113,67.77484815284029,72.49108633381522,3
71.14601590870593,B0005,114,67.50526806621994,72.488234733878,3
70.8714516365654,B0005,115,67.24647099540945,71.82846029230123,3
70.6204614397223,B0005,116,66.90224896380064,71.82846029230123,3
70.62893964700964,B0005,117,66.83744878306987,71.82846029230123,3
70.37991865734948,B0005,118,66.57564425143869,71.83131189223845,3
71.66960242610739,B0005,119,68.31200858318424,72.88938710268854,3
71.91275088396453,B0005,120,68.3776732506151,72.91269277221932,3
70.86773587242763,B0005,121,67.34898530213559,72.08058046634822,3
70.34908318388216,B0005,122,66.82121411470607,71.84409091092795,3
70.06018891793812,B0005,123,66.4602872042545,71.03293926970228,3
69.83504116363164,B0005,124,66.24900381481585,71.03293926970228,3
69.5642394426363,B0005,125,65.90863382251864,70.72536595480103,3
69.31143838989175,B0005,126,65.6974537670878,70.72536595480103,3
69.02183380987069,B0005,127,65.4587766496758,69.49314407836411,3
68.76182075128112,B0005,128,65.10911532394286,69.49314407836411,3
68.52564012447505,B0005,129,64.87130500076553,69.49314407836411,3
68.525427831352,B0005,130,64.87097706819696,69.49314407836411,3
68.23677554340759,B0005,131,64.60823796055867,69.07199823213627,3
68.7696008447881,B0005,132,63.91903220625318,69.54414466214484,3
69.30557575767696,B0005,133,65.6330033841392,70.74099657342775,3
68.4925001791947,B0005,134,64.76696319221621,69.55977528077156,3
68.23913974630379,B0005,135,64.57026065807531,69.122998815917,3
67.71610233129982,B0005,136,63.95665352144812,68.80073863906185,3
67.73208509189482,B0005,137,63.89374224849982,68.83610860421587,3
67.73519606596204,B0005,138,64.01263475385284,68.83610860421587,3
67.4657498751729,B0005,139,63.747293763793046,68.83610860421587,3
67.20945968985276,B0005,140,63.45114062145044,68.40364416093912,3
66.94956895347877,B0005,141,63.11375742646621,68.39386749064563,3
66.94572615103486,B0005,142,63.04082049020406,68.40364416093912,3
66.70033379880827,B0005,143,62.8518377546222,68.08122323595394,3
66.43222154587457,B0005,144,62.69722245410253,68.03022265217321,3
66.15854496138111,B0005,145,62.31601279021831,67.64101541474454,3
65.90845794222598,B0005,146,61.95948842901423,67.31798283183312,3
65.92332218320168,B0005,147,61.8643039686221,67.41995482769973,3
65.9146520051351,B0005,148,61.95522277833495,67.41995482769973,3
66.19362111221339,B0005,149,62.54451741950108,67.31798283183312,3
68.00608383277392,B0005,150,64.22530302078603,69.122998815917,3
66.97653433973677,B0005,151,63.10220005984542,68.40364416093912,3
66.45143282560349,B0005,152,62.588408359177194,68.04585327079992,3
66.18370637499478,B0005,153,62.31010369497734,67.74884135894438,3
65.93169483766465,B0005,154,62.02741012409628,67.40183255011034,3
65.67375660662135,B0005,155,61.74513383732678,67.33361345045984,3
65.66010317221101,B0005,156,61.725190408812686,67.31798283183312,3
65.38979973472176,B0005,157,61.4568906733233,67.23852410759827,3
65.1516459320296,B0005,158,61.09693965980708,67.25415472622498,3
65.16786779519101,B0005,159,61.18419301266207,67.23852410759827,3
65.17050219327821,B0005,160,61.17614285807739,67.23852410759827,3
64.89435403247853,B0005,161,60.88819224898465,67.33071943317138,3
64.90367528459451,B0005,162,60.88740753318129,67.23852410759827,3
64.67318069221216,B0005,163,60.5592381670827,66.70751082864193,3
64.4001696309559,B0005,164,60.289525222417,66.73347900830086,3
64.37262610689703,B0005,165,60.25541358184371,66.72619399697004,3
65.45076821153677,B0005,166,62.10612062121845,67.47380701141768,3
66.25396643214678,B0005,167,63.062802924854836,67.7968395943291,3
101.7668795502799,B0006,168,101.6063734752169,98.6909337873631,4
101.2570123015706,B0006,169,101.6271982874913,98.34409441000552,4
100.6663185672732,B0006,170,100.9007148624454,98.69533723248207,4
100.66423327703706,B0006,171,100.63216304981671,98.87172353386711,4
100.02641688123856,B0006,172,100.52349037951606,98.72405424694061,4
100.69495379965822,B0006,173,101.28653616184809,98.89489710087776,4
100.65505528134835,B0006,174,101.18035298267803,98.57084151256622,4
98.439491313642,B0006,175,99.37580427188122,98.76145839973627,4
98.40830882167124,B0006,176,98.51173835672871,98.87172353386711,4
97.86153958780268,B0006,177,98.70815279968974,97.87628985755461,4
97.27995757064676,B0006,178,98.22566273955937,98.76145839973627,4
96.73752522420564,B0006,179,96.83575863452434,98.87172353386711,4
96.16399769684014,B0006,180,96.32391462447241,98.87172353386711,4
95.59449654742434,B0006,181,96.2384390501796,98.72405424694061,4
95.05333570989652,B0006,182,95.3666033747951,98.05267615893965,4
94.45994974030728,B0006,183,95.00567004762134,94.82591766909896,4
93.91391861244244,B0006,184,94.31833111685809,93.8693837930907,4
93.37848580760104,B0006,185,94.06093577543909,93.08382398396903,4
93.37946287226885,B0006,186,93.54633109996217,92.61236529956096,4
98.98132741254088,B0006,187,101.27853711509766,99.3206804273822,4
97.87749540442012,B0006,188,100.00107776634238,99.70188622438815,4
97.29075085393777,B0006,189,99.49037713207818,99.3206804273822,4
96.21230560840046,B0006,190,98.11459551063811,99.68403068249604,4
97.2990566571082,B0006,191,98.14385566010215,99.79961384174543,4
95.07039652765395,B0006,192,96.4211557558686,99.90240239650696,4
93.93371068400424,B0006,193,96.4412034918893,94.20964603283146,4
93.41530664132108,B0006,194,95.26358723829274,93.89575790782867,4
92.801220350415,B0006,195,95.12342553987367,93.35515320593316,4
92.25998980927888,B0006,196,94.00361008646794,92.28996334428939,4
92.86144454426584,B0006,197,94.80765075598295,93.72988784146978,4
96.23880444545318,B0006,198,95.8679392466923,99.97234928796628,4
94.11158763046276,B0006,199,94.63825250297288,94.92456037104844,4
92.76383439427936,B0006,200,93.54539275355125,93.4974542409843,4
91.9625445859094,B0006,201,92.78114273554766,92.1901497516766,4
90.92698036997214,B0006,202,91.72660971562789,90.62154853208771,4
90.67385029783529,B0006,203,91.30278622846913,90.62154853208771,4
89.85509225152718,B0006,204,90.44841574310982,89.69893123276081,4
89.05023147060238,B0006,205,89.46738767697842,88.70354721505338,4
88.55065211341164,B0006,206,88.88344106248432,88.3635189156445,4
88.02356224085473,B0006,207,87.90806008778574,87.49411190784372,4
87.51456894003294,B0006,208,87.5123082855311,87.18825339408788,4
86.97462518866288,B0006,209,87.03041628774378,86.8482109328793,4
87.73383276818602,B0006,210,88.69156363272718,87.62436287760946,4
88.29695470921088,B0006,211,88.01582274976664,88.25345146164366,4
86.68943709812419,B0006,212,86.58299980998135,85.70641193998834,4
85.6662956020367,B0006,213,85.03140984090597,85.22521869973244,4
85.12038906836733,B0006,214,84.30658826424906,84.62285207874154,4
91.1859730890915,B0006,215,91.28766255947849,90.23625063432124,4
90.40642025157354,B0006,216,90.26855381652945,89.9820967021381,4
88.78805472517142,B0006,217,88.79101056622238,88.53658999164557,4
87.237049209184,B0006,218,87.15434982678526,86.91557710946662,4
86.46035170661865,B0006,219,85.99209043846355,85.70641193998834,4
85.40543276276622,B0006,220,84.95315500149583,84.76301468814361,4
84.87977118730883,B0006,221,84.34991899191633,84.38106205724259,4
84.10317262014732,B0006,222,83.63882015009398,83.61781305856252,4
83.57384161147543,B0006,223,83.01777354009339,83.58029863523517,4
83.03795693523827,B0006,224,81.94277927899802,83.16319232342283,4
82.55605075190346,B0006,225,81.09210044554119,82.20297159659411,4
82.00674628095464,B0006,226,81.12011928027215,81.98873876836682,4
81.4599970808272,B0006,227,80.42142481333228,80.99093470037562,4
80.44248151480832,B0006,228,79.32579170759338,80.30077159641282,4
80.17622449484624,B0006,229,79.05739307051861,79.43350521959361,4
79.94856072013991,B0006,230,78.32388681702895,79.07625475226233,4
79.38136561787802,B0006,231,78.97375675193328,79.16796352736539,4
79.14859872343084,B0006,232,78.17403225112437,79.28981669504047,4
78.35688183567815,B0006,233,77.07470608924785,77.76336360304221,4
78.06723069856942,B0006,234,76.85347180911165,77.69658475189276,4
77.55855946395211,B0006,235,75.71025980524904,77.29444698559851,4
77.03370803147585,B0006,236,76.05607792103852,76.57914732633968,4
76.26569372312217,B0006,237,75.13186211560448,76.00830878326222,4
76.50785159033714,B0006,238,74.72943554618244,76.02034485141553,4
76.23283417237045,B0006,239,74.36315108908974,75.76310869396369,4
75.72746493327715,B0006,240,74.19965594499256,76.0161851667896,4
75.4695752301041,B0006,241,73.69881110829837,74.29892117869886,4
75.19987166525351,B0006,242,73.10650898066432,73.9849715008868,4
74.67600959020095,B0006,243,72.91634788735952,73.49076146984176,4
74.3816151224871,B0006,244,72.74900432430934,73.48484956306457,4
76.51438107200852,B0006,245,74.90426898158411,76.209351941079,4
75.20380044180057,B0006,246,73.39430232534183,73.9849715008868,4
74.43796804365446,B0006,247,71.98252646715964,73.48484956306457,4
73.91389642773318,B0006,248,71.64849464307356,72.07053237512909,4
73.9229991107842,B0006,249,71.0922105866852,72.07053237512909,4
73.66074224499864,B0006,250,71.40051896177724,72.0668599597405,4
73.37582467533949,B0006,251,71.08825456425475,71.85845529744878,4
72.58146328760668,B0006,252,70.55184344352111,71.7443617246114,4
72.59618860483587,B0006,253,70.0229645413454,71.56123037061471,4
72.35742347388872,B0006,254,69.6699887843478,71.83717822464375,4
72.34269052829943,B0006,255,69.76448768373744,71.59022591319396,4
72.08370965142339,B0006,256,69.33896123713583,71.25519928552934,4
79.67933296550063,B0006,257,76.526150396558,80.72620976601947,4
77.31951188457819,B0006,258,74.98869437064732,76.98207138420995,4
75.73527958783049,B0006,259,73.4816219538496,75.2015827613005,4
74.94893041667702,B0006,260,72.93767096126342,74.05824958425131,4
74.15555372705246,B0006,261,71.88984909590798,72.44134153510457,4
73.6483241273414,B0006,262,70.9760116869085,71.99358187637598,4
73.13802198049653,B0006,263,70.57263461799933,71.85845529744878,4
72.59182340531257,B0006,264,70.56798065990894,71.7443617246114,4
72.34335322015197,B0006,265,70.07165833553057,71.56123037061471,4
72.06901997138895,B0006,266,69.64387085453416,70.90597334813579,4
71.5605372480387,B0006,267,69.1938411871151,70.21471451173389,4
71.30123589762857,B0006,268,68.47888712813301,69.75986637719845,4
71.02438249830975,B0006,269,68.60569589540266,69.72405847243913,4
71.03503115177503,B0006,270,68.60515817725725,69.72405847243913,4
72.61279021654194,B0006,271,70.100207936523,72.00059069088124,4
71.57788163862855,B0006,272,68.78543449885082,70.5531726358375,4
70.75078755794715,B0006,273,68.47950081645321,70.0276091471863,4
70.48655753258726,B0006,274,67.62777367239397,69.42440488821997,4
70.24586590646545,B0006,275,67.44637436495357,69.45340043079922,4
69.75821482857815,B0006,276,66.651785123731,69.26726509453093,4
69.72671916307038,B0006,277,66.8561399320382,69.23441440021246,4
69.46585589656323,B0006,278,65.93986592628285,69.07637840123407,4
69.19189736163904,B0006,279,66.12945492465225,68.47587672469939,4
68.68407119097562,B0006,280,66.06441332414872,68.75284815341668,4
68.93029945931838,B0006,281,65.85232041992003,68.75876006019386,4
68.68800149554288,B0006,282,65.59883452105463,68.75876006019386,4
68.41290291971356,B0006,283,65.49452288017409,68.22255881681063,4
68.16512018658753,B0006,284,65.09201161377666,67.84127454622059,4
67.90483070086299,B0006,285,64.53835635533913,67.70987018226188,4
67.66345454997655,B0006,286,64.38049146571385,68.08440572180086,4
69.20802869118744,B0006,287,66.92513185010725,68.8419589616014,4
70.25733895325736,B0006,288,67.55109451941473,69.8223146191691,4
68.93595113136764,B0006,289,66.41937271164656,68.74105676543849,4
68.41328891599532,B0006,290,65.59866701626736,68.09771148029455,4
67.86575648309008,B0006,291,65.24183028435853,67.82357125146521,4
67.62467319400798,B0006,292,64.83496364824519,67.20444607930422,4
67.37049575830618,B0006,293,64.4591854123411,66.74603209686,4
66.85037565421159,B0006,294,64.26406719272931,66.74603209686,4
66.56176483359263,B0006,295,63.98572927516728,66.74603209686,4
66.29651890863822,B0006,296,63.41636801551379,66.74603209686,4
66.07893719337645,B0006,297,63.390727827662936,66.74603209686,4
66.06125370330544,B0006,298,62.840398642901015,66.37793642787743,4
65.78242650931341,B0006,299,62.87071304521292,65.65406154640306,4
66.04512848751195,B0006,300,63.624938487000726,66.80989630057671,4
67.37164383636953,B0006,301,64.98951658786638,67.52462718110108,4
66.30064036176807,B0006,302,63.650113886321456,67.03079996423871,4
65.50593392415533,B0006,303,63.10803265929831,65.79962467422934,4
65.2608101146965,B0006,304,62.73804885981697,65.54049812292648,4
65.02030975677887,B0006,305,62.4127629252955,65.55596328040969,4
65.0117867920558,B0006,306,62.27842195575127,65.82114332114878,4
64.47533361240379,B0006,307,62.153444549002316,65.55596328040969,4
63.96265286923975,B0006,308,61.38788143598272,64.55794547164058,4
63.96039085857309,B0006,309,61.45424596491823,64.55794547164058,4
63.70183804514616,B0006,310,60.968561234562614,64.55794547164058,4
63.70636961500734,B0006,311,61.123127694197386,64.07928606285908,4
63.1881971322039,B0006,312,60.76090205928539,64.00700101839732,4
62.906868444776165,B0006,313,60.42244337872232,64.19989237258501,4
62.66299320276505,B0006,314,60.34063796363089,63.811412303671965,4
62.661566577467134,B0006,315,60.25586963175305,63.811412303671965,4
62.40437480156788,B0006,316,59.742787096265836,62.45542446104794,4
62.67177142472422,B0006,317,60.25690858591604,62.66234345633008,4
64.4902438663345,B0006,318,61.788412731502966,65.08305646402054,4
63.177010108794185,B0006,319,60.20467446670021,64.00700101839732,4
62.398808534214254,B0006,320,59.36019408427112,62.58552243139102,4
61.60601438971667,B0006,321,58.852781149875845,61.16614777407343,4
61.35568833106767,B0006,322,58.59694546445457,60.563363016945324,4
61.08698790688678,B0006,323,58.227263455075615,60.563363016945324,4
60.5551339457587,B0006,324,57.64834930420526,60.563363016945324,4
60.28079882565868,B0006,325,57.47948666734152,59.902567214646915,4
60.044681313586366,B0006,326,57.35833838743369,59.902567214646915,4
59.52951992779168,B0006,327,56.67546315675981,59.57394215328839,4
59.25896255209705,B0006,328,56.43143742102952,58.92846796781915,4
58.983534090723126,B0006,329,56.322445373768275,58.60236880353673,4
58.72976418376958,B0006,330,56.0523802718417,58.60236880353673,4
57.6909165798125,B0006,331,55.12505039470227,57.55751362765079,4
58.22004778686132,B0006,332,55.22395844849831,57.834858469665775,4
57.93987473958035,B0006,333,55.156876877173374,57.704760499322695,4
58.74874417384586,B0006,334,57.19419359242433,59.026227743177905,4
59.283761639646784,B0006,335,57.77797236628225,59.89474852583902,4
94.5526147695395,B0007,336,99.17525079943225,98.22025544978408,3
94.03185138434294,B0007,337,99.51634238835305,95.18785932618162,3
94.03313358505694,B0007,338,99.99090332518915,94.94997555321288,3
94.03854504916724,B0007,339,99.99122788719816,95.38039143475052,3
93.97254364142528,B0007,340,100.40303420195613,95.2823935084676,3
94.03501758558704,B0007,341,99.50839659529494,94.68167549982434,3
93.99676261783036,B0007,342,99.66005569112873,94.77967342610725,3
94.075440620194,B0007,343,99.53334342863457,94.64791761017815,3
93.4845393519292,B0007,344,99.01027412799817,93.94970209876291,3
93.50261900695996,B0007,345,99.79439094094272,94.09084820172467,3
93.50221197094288,B0007,346,99.77407738662293,94.2536542613451,3
92.98259493883182,B0007,347,98.84282200750877,93.54926469300935,3
92.95373280431104,B0007,348,98.9339378301806,93.54926469300935,3
92.95042288854616,B0007,349,99.03732598743292,93.54806161157477,3
92.96811293478524,B0007,350,97.84518187138514,92.90543201041098,3
92.93677725300518,B0007,351,97.8120796331423,92.87360493260913,3
92.39086456610724,B0007,352,97.80283056253391,93.99946894739426,3
92.42626458068524,B0007,353,96.73953875221326,91.03891320992824,3
92.4189475925017,B0007,354,97.01682117312886,90.82548095352898,3
94.03902718804883,B0007,355,100.53433310739973,97.63207956532966,3
94.073607987218,B0007,356,100.62821542887127,97.00808459105647,3
94.05477156622392,B0007,357,99.66124336104932,94.04723279259376,3
93.55044824889998,B0007,358,100.02174839440414,93.7093932838293,3
93.50997575970686,B0007,359,100.4605401308606,94.2574596951077,3
93.53357681400492,B0007,360,98.61475127577188,92.65580781419254,3
92.98062322010084,B0007,361,99.01702735694641,94.60018053727426,3
93.0016954859173,B0007,362,97.79924724621516,92.77243815087753,3
92.95826554580384,B0007,363,98.14816160574159,93.09027545856117,3
92.40699089389145,B0007,364,98.42375017283858,94.60018053727426,3
92.4600851063082,B0007,365,97.41892196929507,90.82928638729157,3
94.17338718975424,B0007,366,96.71000636037365,96.02192718389287,3
93.14105558952922,B0007,367,95.80230515248596,93.18533827421348,3
92.6042519826176,B0007,368,95.19394516314686,92.77568526183,3
92.34752324104352,B0007,369,95.288914069317,91.1895658484233,3
91.8414215584509,B0007,370,94.50871884657019,91.34132595009865,3
91.85809809836138,B0007,371,94.69640211726957,91.34149125703459,3
91.58361291859426,B0007,372,94.63373857631422,91.49011309217093,3
91.05735475658892,B0007,373,93.57661987551442,89.74595543756648,3
90.82530457557574,B0007,374,93.35096862539687,89.3748934540211,3
90.5690780075228,B0007,375,92.70477682693272,89.40396848029822,3
90.58028166969792,B0007,376,92.9714553365675,89.48529553362782,3
90.30274477778704,B0007,377,92.57731055025272,89.2903108431825,3
90.66020913497027,B0007,378,95.01251693340079,89.33904952393445,3
90.31320969141768,B0007,379,93.056040361979,89.15949327432494,3
89.79155124950229,B0007,380,92.33515149875001,88.31130495610965,3
89.29426300195226,B0007,381,91.70337790501533,88.41449310593799,3
89.01634302251375,B0007,382,91.45487633698343,87.7866723213296,3
90.75378449787787,B0007,383,93.0795380024238,89.84251995183367,3
90.7851257742292,B0007,384,92.94161080277053,89.84251995183367,3
90.01216089028335,B0007,385,92.07072442201935,88.94420703701697,3
89.52238102804654,B0007,386,91.83092241311,88.71098996645088,3
89.0171516150066,B0007,387,91.4814588187238,88.56641851454928,3
88.7664384798406,B0007,388,91.26626302032977,87.71940529318789,3
88.51314867366426,B0007,389,90.93595058428892,88.1236812163573,3
88.0040530927102,B0007,390,90.40711992532624,87.6058861891741,3
87.48237967688445,B0007,391,90.34140712598158,86.9310186943752,3
87.48250375296554,B0007,392,89.8692839038526,86.9310186943752,3
87.25143696073415,B0007,393,89.51521916770886,86.47736466936992,3
86.98228727643365,B0007,394,89.21685307734975,86.93382483296521,3
86.42821138858982,B0007,395,89.15514812849182,86.66837479117034,3
86.1950162294209,B0007,396,88.15154987655147,85.84517370103985,3
85.69894388242597,B0007,397,88.09915993189082,85.65002970314256,3
85.69850998502307,B0007,398,87.29808744679119,85.82207127583092,3
85.18260586819383,B0007,399,87.94519264118127,85.60798222283094,3
85.20068737191244,B0007,400,87.06524053045999,85.3286589305562,3
